ID,RA,Dec,z_peak,significance,delta,delta_candidate,best_scale_mpc,n_member_scale_mpc,n_member_z_cen,det_unique_slices,z_min_det,z_max_det,z_range,scales_hit,n_members,n_member_RA,n_member_Dec,n_slice_total,background_area_deg2,rho_aper_mpc2,rho_bg_mpc2,aperture_area_mpc2,aperture_area_effective_deg2,aperture_area_full_mpc2,background_area_mpc2
77,149.952733,2.652694,0.84,3.026,4.27,0.206,1.2,1.2,0.84,8,0.77,0.84,0.77-0.84,0.4|0.8|1.2,946,149.963553,2.619085,32778,0.5225,94.79955147704563,78.581681072524,9.978950166542303,0.012500000000000002,10.178760197630927,417.12011696146817
78,149.893409,2.249903,0.36,3.019,11.803,0.056,1.2,1.2,0.36,6,0.36,0.41,0.36-0.41,0.4|0.8|1.2,953,149.893409,2.249903,16403,0.5225,94.97129173766562,89.94443199409916,10.034611328994277,0.028750000000000005,10.178760197630927,182.36815371824378
79,150.383897,2.162267,1.58,3.001,5.962,0.52,1.2,1.2,1.58,21,1.48,1.68,1.48-1.68,0.4|0.8|1.2,796,150.383897,2.162267,26533,0.5225,78.8511770353242,51.87512265963677,10.094966618486918,0.010312500000000002,10.178760197630927,511.4783086700037
80,150.261188,2.068557,1.93,2.99,5.804,0.477,1.2,1.2,1.94,23,1.82,2.04,1.82-2.04,0.4|0.8|1.2,777,150.257656,2.060093,26265,0.5225,77.30696659337809,52.358060768294386,10.050840619408753,0.010468750000000002,10.178760197630927,501.6419556910875
81,150.069828,2.275127,0.51,2.99,8.478,0.273,1.2,1.2,0.51,7,0.45,0.51,0.45-0.51,0.4|0.8|1.2,988,150.069828,2.275127,20927,0.5225,97.3624881301315,76.4710599709397,10.147645350635162,0.019375000000000003,10.178760197630927,273.6590810687417
82,150.280944,2.129112,1.93,2.99,5.788,0.497,1.2,1.2,1.93,12,1.93,2.04,1.93-2.04,0.4|0.8|1.2,787,150.280944,2.129112,26629,0.5225,79.40878215433914,53.030573964787095,9.91074259860055,0.010312500000000002,10.178760197630927,502.14429166242775
83,149.935086,2.356293,1.51,2.985,6.097,0.52,1.2,1.2,1.49,21,1.41,1.61,1.41-1.61,0.4|0.8|1.2,762,149.938778,2.355601,25393,0.5225,75.64874129363065,49.75519290481672,10.072870836572104,0.010312500000000002,10.178760197630927,510.3587890529864
84,149.974788,1.950708,0.6,2.967,5.831,0.006,1.2,1.2,0.6,13,0.54,0.66,0.54-0.66,0.4|0.8|1.2,1267,149.974788,1.950708,40112,0.5225,125.67165081871622,124.92750083369441,10.08182825439026,0.016406250000000004,10.178760197630927,321.082225549343
85,149.965899,2.593649,1.57,2.959,6.243,0.481,1.2,1.2,1.57,21,1.47,1.67,1.47-1.67,0.4|0.8|1.2,732,149.965899,2.593649,26655,0.5225,77.19495631713191,52.11730526220006,9.482484801115781,0.009687500000000002,10.178760197630927,511.4424060472768
86,149.842657,2.149761,0.98,2.925,5.968,0.267,1.2,1.2,0.97,15,0.91,1.05,0.91-1.05,0.4|0.8|1.2,819,149.842701,2.149538,28074,0.5225,78.65169563802408,62.080176094857414,10.412998643656136,0.012031250000000002,10.178760197630927,452.22165538163785
87,149.88332,2.241457,1.19,2.92,6.106,0.543,1.2,1.2,1.21,17,1.11,1.27,1.11-1.27,0.4|0.8|1.2,764,149.887951,2.240129,24350,0.5225,76.29465743156486,49.447276741332885,10.013807332253853,0.010625000000000002,10.178760197630927,492.4437017508364
88,150.077882,2.543259,0.77,2.909,5.593,0.121,1.2,1.2,0.77,14,0.7,0.84,0.70-0.84,0.4|0.8|1.2,1003,150.077882,2.543259,36035,0.5225,102.68134296748467,91.56446393122215,9.76808416225733,0.012968750000000003,10.178760197630927,393.54787275407824
89,149.963348,2.657153,0.71,2.909,3.491,0.388,0.8,0.8,0.74,6,0.71,0.76,0.71-0.76,0.4|0.8,646,149.960208,2.629854,39907,0.5225,144.8634974690866,104.36956359454149,4.45937045070898,0.006093750000000001,4.523893421169303,382.3624304402776
90,149.947687,2.359073,1.7,2.897,5.7,0.477,1.2,1.2,1.7,19,1.62,1.8,1.62-1.80,0.4|0.8|1.2,761,149.947687,2.359073,26100,0.5225,75.54345615788627,51.13642555815147,10.073672012166156,0.010312500000000002,10.178760197630927,510.3993819497517
91,150.109157,2.523753,0.35,2.895,11.474,0.078,1.2,1.2,0.35,11,0.3,0.4,0.30-0.40,0.4|0.8|1.2,1028,150.109157,2.523753,16877,0.5225,103.41319732501672,95.956331686191,9.940704151802839,0.029531250000000005,10.178760197630927,175.88208827316765
92,150.367414,2.15731,2.22,2.894,6.396,0.577,1.2,1.2,2.22,25,2.1,2.34,2.10-2.34,0.4|0.8|1.2,737,150.367414,2.15731,22010,0.5225,71.68030768024009,45.45111015780223,10.281763902126311,0.011093750000000003,10.178760197630927,484.2565984325405
