n_members_threshold,candidates_kept,matched_true_clusters,match_rate,participating_candidates,purity_proxy,candidate_density,matched_pairs,median_distance_mpc_h,median_abs_dz,field_id,i_limit,total_covered_true_clusters,total_candidates_at_i22,candidate_csv,match_csv
50,656,255,0.38173652694610777,309,0.47103658536585363,0.9820359281437125,471,0.9980735633077176,0.0363525705189438,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
51,622,249,0.3727544910179641,293,0.47106109324758844,0.9311377245508982,450,0.9965947475469557,0.0359911943253639,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
52,596,242,0.36227544910179643,283,0.4748322147651007,0.8922155688622755,434,1.000606246486232,0.0356418426183725,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
53,570,232,0.3473053892215569,270,0.47368421052631576,0.8532934131736527,418,0.9854582192651159,0.03555963678272665,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
54,547,227,0.3398203592814371,262,0.4789762340036563,0.8188622754491018,406,0.9765280440026537,0.035438491017699,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
55,525,222,0.3323353293413174,251,0.4780952380952381,0.7859281437125748,392,0.9765280440026537,0.03536103809321495,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
56,504,216,0.32335329341317365,241,0.4781746031746032,0.7544910179640718,380,0.9724469666671536,0.035438491017699,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
57,481,209,0.312874251497006,232,0.48232848232848236,0.7200598802395209,368,0.9750706362420064,0.03536103809321495,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
58,457,199,0.29790419161676646,223,0.487964989059081,0.6841317365269461,352,0.9610541248648374,0.035338666213388,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
59,436,194,0.2904191616766467,213,0.48853211009174313,0.6526946107784432,337,0.9605366979088352,0.035438491017699,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
60,416,191,0.28592814371257486,207,0.49759615384615385,0.6227544910179641,331,0.9605366979088352,0.0344588550047267,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
61,402,188,0.281437125748503,203,0.5049751243781094,0.6017964071856288,327,0.9589037887387206,0.0344588550047267,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
62,386,183,0.27395209580838326,199,0.5155440414507773,0.5778443113772455,321,0.9614013372271292,0.0344588550047267,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
63,369,178,0.26646706586826346,194,0.5257452574525745,0.5523952095808383,312,0.9597202433237779,0.03396908071270775,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
64,356,175,0.2619760479041916,188,0.5280898876404494,0.5329341317365269,304,0.941135925341418,0.034192792056357155,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
65,335,162,0.24251497005988024,179,0.5343283582089552,0.5014970059880239,288,0.941135925341418,0.0335657822405937,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
66,320,160,0.23952095808383234,174,0.54375,0.47904191616766467,282,0.941135925341418,0.0336144409125063,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
67,306,153,0.22904191616766467,169,0.5522875816993464,0.45808383233532934,274,0.941135925341418,0.0336144409125063,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
68,295,149,0.22305389221556887,163,0.5525423728813559,0.4416167664670659,265,0.9342078674821832,0.033524491255993,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
69,287,148,0.2215568862275449,162,0.5644599303135889,0.4296407185628742,264,0.9341648080744369,0.0333710466982048,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
70,275,145,0.21706586826347304,157,0.5709090909090909,0.4116766467065868,258,0.9341648080744369,0.0333710466982048,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
71,263,144,0.2155688622754491,153,0.5817490494296578,0.3937125748502994,254,0.9341648080744369,0.033185668752807845,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
72,249,139,0.20808383233532934,144,0.5783132530120482,0.3727544910179641,241,0.932309127043685,0.0332176021404166,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
73,240,137,0.20508982035928144,141,0.5875,0.3592814371257485,238,0.9310039421419811,0.0333710466982048,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
74,228,132,0.19760479041916168,134,0.5877192982456141,0.3413173652694611,227,0.9288419185870544,0.0336218085998182,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
75,215,127,0.19011976047904192,128,0.5953488372093023,0.3218562874251497,217,0.9264701149800184,0.0336218085998182,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
76,209,125,0.18712574850299402,126,0.6028708133971292,0.312874251497006,214,0.9249382929595837,0.033806116830484956,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
77,201,122,0.18263473053892215,122,0.6069651741293532,0.3008982035928144,210,0.9249382929595837,0.0336346190404372,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
78,194,122,0.18263473053892215,121,0.6237113402061856,0.2904191616766467,208,0.9276560167835364,0.0336144409125063,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
79,186,119,0.1781437125748503,117,0.6290322580645161,0.27844311377245506,203,0.923406470939149,0.0336070732251944,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
80,173,113,0.1691616766467066,108,0.6242774566473989,0.25898203592814373,191,0.9342078674821832,0.0326690401901695,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
81,166,108,0.16167664670658682,103,0.6204819277108434,0.24850299401197604,184,0.9332154378551878,0.032607832134955,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
82,163,108,0.16167664670658682,103,0.6319018404907976,0.2440119760479042,184,0.9332154378551878,0.032607832134955,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
83,152,105,0.15718562874251496,100,0.6578947368421053,0.2275449101796407,178,0.9310039421419811,0.032685672757587755,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
84,145,100,0.1497005988023952,96,0.6620689655172414,0.21706586826347304,170,0.9249382929595837,0.03262446470237325,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
85,142,99,0.14820359281437126,95,0.6690140845070423,0.2125748502994012,169,0.9264701149800184,0.0325466240797405,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
86,137,98,0.1467065868263473,94,0.6861313868613139,0.20508982035928144,167,0.9264701149800184,0.032702305325006,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
87,132,98,0.1467065868263473,93,0.7045454545454546,0.19760479041916168,166,0.9293896210118517,0.03262446470237325,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
88,126,96,0.1437125748502994,89,0.7063492063492064,0.18862275449101795,160,0.9341648080744369,0.03291188546723535,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
89,122,95,0.14221556886227546,87,0.7131147540983607,0.18263473053892215,155,0.9341217486666906,0.0323925461102949,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
90,118,90,0.1347305389221557,84,0.711864406779661,0.17664670658682635,150,0.9341648080744369,0.0313227457186399,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
91,116,89,0.13323353293413173,83,0.7155172413793104,0.17365269461077845,149,0.9341217486666906,0.0313531336027143,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
92,111,84,0.12574850299401197,78,0.7027027027027027,0.1661676646706587,143,0.9341217486666906,0.0323925461102949,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
93,104,80,0.11976047904191617,72,0.6923076923076923,0.15568862275449102,135,0.9341217486666906,0.0325466240797405,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
94,101,75,0.1122754491017964,69,0.6831683168316832,0.15119760479041916,127,0.9605366979088352,0.0323925461102949,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
95,95,70,0.10479041916167664,64,0.6736842105263158,0.14221556886227546,120,0.9473722826955092,0.0324695850950177,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
96,88,68,0.10179640718562874,62,0.7045454545454546,0.1317365269461078,117,0.9614013372271292,0.0325466240797405,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
97,84,67,0.10029940119760479,60,0.7142857142857143,0.12574850299401197,113,0.9692320310532392,0.0331214656094647,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
98,81,66,0.09880239520958084,59,0.7283950617283951,0.12125748502994012,112,0.9653166841401841,0.0328340448446026,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
99,78,66,0.09880239520958084,58,0.7435897435897436,0.11676646706586827,111,0.9614013372271292,0.0325466240797405,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
100,74,65,0.09730538922155689,57,0.7702702702702703,0.11077844311377245,109,0.9605366979088352,0.0331214656094647,1,22.0,668,7138,/Users/dengcanze/Documents/CSST/Codex/result/blindsearch_grid_full7band_fields01_04_i_cuts_v11/field01_i_lt_22p0/blind_search/COSMOS_Web_PPM_Candidates_v1_0.csv,/Users/dengcanze/Documents/CSST/Codex/result/full7band_i_cut_grid_crossmatch_all_fields_r1p5_tightcoverage/field01_i_lt_22p0/field01_crossmatch_matches.csv
